188,,,,,,Global,2019-09-13,Global,,Residente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bellacoso,4700661.0,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,Global,2019-09-13,Global,,Billie Eilish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i love you,4698841.0,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,Global,2019-09-13,Global,,Swae Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Won't Be Late (feat. Drake),4689482.0,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,Global,2019-09-13,Global,,XXXTENTACION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jocelyn Flores,4631342.0,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,Global,2019-09-13,Global,,Bazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,4612024.0,https://open.spotify.com/track/0Rx0DJI556Ix5gBny6EWmn,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,Global,2019-09-13,Global,,Ed Sheeran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antisocial (with Travis Scott),4610063.0,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,Global,2019-09-13,Global,,Charlie Puth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Warned Myself,4605633.0,https://open.spotify.com/track/3707IBa4HnS3zDDoWfeUBl,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,Global,2019-09-13,Global,,John Legend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All of Me,4584248.0,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,Global,2019-09-13,Global,,Post Malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psycho (feat. Ty Dolla $ign),4573226.0,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,Global,2019-09-13,Global,,Lewis Capaldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruises,4553321.0,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,Global,2019-09-13,Global,,Billie Eilish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ocean eyes,4521862.0,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,Global,2019-09-13,Global,,Drake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,God's Plan,4513345.0,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,Global,2019-09-13,Global,,The Chainsmokers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Something Just Like This,4507632.0,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circles,Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,,,,,,,,,,,,,,,,34872620.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,,,,,,,,,,,,,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,,,,,,,,,,,,,,,,32667288.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dance Monkey,Tones And I,,,,,,,,,,,,,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,,,,,,,,,,,,,,,,29984168.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goodbyes (Feat. Young Thug),Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,,,,,,,,,,,,,,,,26528938.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,Anuel AA,,,,,,,,,,,,,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,,,,,,,,,,,,,,,,24512241.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ransom,Lil Tecca,,,,,,,,,,,,,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0,,,,,,,,,,,,,,,,24429911.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lalala,Y2K,,,,,,,,,,,,,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,,,,,,,,,,,,,,,,23833624.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Tropez,Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,,,,,,,,,,,,,,,,23290318.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beautiful People (feat. Khalid),Ed Sheeran,,,,,,,,,,,,,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,,,,,,,,,,,,,,,,22765680.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Someone You Loved,Lewis Capaldi,,,,,,,,,,,,,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,,,,,,,,,,,,,,,,22713344.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bad guy,Billie Eilish,,,,,,,,,,,,,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,,,,,,,,,,,,,,,,20923174.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How Do You Sleep?,Sam Smith,,,,,,,,,,,,,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,,,,,,,,,,,,,,,,20615467.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,,,,,,,,,,,,,,,,19694447.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Don't Care (with Justin Bieber),Ed Sheeran,,,,,,,,,,,,,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,,,,,,,,,,,,,,,,19298890.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,,,,,,,,,,,,,,,,19179581.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hollywood's Bleeding,Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,,,,,,,,,,,,,,,,18677375.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,,,,,,,,,,,,,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,,,,,,,,,,,,,,,,17977242.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enemies (feat. DaBaby),Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,,,,,,,,,,,,,,,,17493588.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panini,Lil Nas X,,,,,,,,,,,,,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,,,,,,,,,,,,,,,,16471266.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Town Road - Remix,Lil Nas X,,,,,,,,,,,,,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,,,,,,,,,,,,,,,,16301700.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callaita,Bad Bunny,,,,,,,,,,,,,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,,,,,,,,,,,,,,,,16139410.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boyfriend (with Social House),Ariana Grande,,,,,,,,,,,,,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,,,,,,,,,,,,,,,,15569964.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truth Hurts,Lizzo,,,,,,,,,,,,,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,,,,,,,,,,,,,,,,15374952.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yo x Ti, Tu x Mi",ROSALÍA,,,,,,,,,,,,,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,,,,,,,,,,,,,,,,14852322.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liar,Camila Cabello,,,,,,,,,,,,,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,,,,,,,,,,,,,,,,14686481.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA CANCIÓN,J Balvin,,,,,,,,,,,,,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,,,,,,,,,,,,,,,,14619550.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutu,Camilo,,,,,,,,,,,,,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,,,,,,,,,,,,,,,,14331450.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Die For Me (feat. Future & Halsey),Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,,,,,,,,,,,,,,,,14313153.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Me Conoce - Remix,Jhay Cortez,,,,,,,,,,,,,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,,,,,,,,,,,,,,,,13902466.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graveyard,Halsey,,,,,,,,,,,,,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,,,,,,,,,,,,,,,,13583667.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guidance (feat. Drake),Chris Brown,,,,,,,,,,,,,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,,,,,,,,,,,,,,,,13419755.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adicto (with Anuel AA & Ozuna),Tainy,,,,,,,,,,,,,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,,,,,,,,,,,,,,,,12939895.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lover,Taylor Swift,,,,,,,,,,,,,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,,,,,,,,,,,,,,,,12924116.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On The Road (feat. Meek Mill & Lil Baby),Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/12Fkyg9lpmaz2zmKOfw2Y2,,,,,,,,,,,,,,,,12675327.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Money In The Grave (Drake ft. Rick Ross),Drake,,,,,,,,,,,,,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,,,,,,,,,,,,,,,,12395969.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otro Trago - Remix,Sech,,,,,,,,,,,,,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,,,,,,,,,,,,,,,,12170019.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piece Of Your Heart,MEDUZA,,,,,,,,,,,,,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,,,,,,,,,,,,,,,,11956138.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's You,Ali Gatie,,,,,,,,,,,,,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,,,,,,,,,,,,,,,,11693280.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fuck, i'm lonely",Lauv,,,,,,,,,,,,,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,,,,,,,,,,,,,,,,11692277.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soltera - Remix,Lunay,,,,,,,,,,,,,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,,,,,,,,,,,,,,,,11669622.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wow.,Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,,,,,,,,,,,,,,,,11434327.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher Love,Kygo,,,,,,,,,,,,,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,,,,,,,,,,,,,,,,11226890.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slide Away,Miley Cyrus,,,,,,,,,,,,,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf,,,,,,,,,,,,,,,,11136067.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A Thousand Bad Times,Post Malone,,,,,,,,,,,,,https://open.spotify.com/track/2J0NXdHr6MYvKDSxB7k3V2,,,,,,,,,,,,,,,,11115823.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeaway (feat. Lennon Stella),The Chainsmokers,,,,,,,,,,,,,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,,,,,,,,,,,,,,,,10621330.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The London (feat. J. Cole & Travis Scott),Young Thug,,,,,,,,,,,,,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,,,,,,,,,,,,,,,,10594838.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hot girl bummer,blackbear,,,,,,,,,,,,,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,,,,,,,,,,,,,,,,10269440.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUE PRETENDES,J Balvin,,,,,,,,,,,,,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,,,,,,,,,,,,,,,,10160194.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motivation,Normani,,,,,,,,,,,,,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,,,,,,,,,,,,,,,,9990926.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shallow,Lady Gaga,,,,,,,,,,,,,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,,,,,,,,,,,,,,,,9221222.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con Altura,ROSALÍA,,,,,,,,,,,,,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,,,,,,,,,,,,,,,,9176547.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 rings,Ariana Grande,,,,,,,,,,,,,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,,,,,,,,,,,,,,,,9175988.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good as Hell,Lizzo,,,,,,,,,,,,,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR,,,,,,,,,,,,,,,,9162096.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,Global,2019-09-20,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You Need To Calm Down,Taylor Swift,,,,,,,,,,,,,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,,,,,,,,,,,,,,,,9119672.0,2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
